-181.342, 63.404, 2.803, 11.200
-181.341, 63.263, 2.816, 11.250
-181.341, 63.122, 2.830, 11.300
-181.341, 62.980, 2.844, 11.350
-181.341, 62.837, 2.857, 11.400
-181.341, 62.694, 2.871, 11.450
-181.341, 62.550, 2.885, 11.500
-181.341, 62.405, 2.899, 11.550
-181.341, 62.260, 2.913, 11.600
-181.341, 62.114, 2.927, 11.650
-181.341, 61.967, 2.941, 11.700
-181.342, 61.819, 2.956, 11.750
-181.342, 61.671, 2.970, 11.800
-181.342, 61.522, 2.984, 11.850
-181.342, 61.372, 2.999, 11.900
-181.342, 61.222, 3.013, 11.950
-181.343, 61.071, 3.028, 12.000
-181.343, 60.919, 3.043, 12.050
-181.343, 60.766, 3.058, 12.100
-181.344, 60.613, 3.072, 12.150
-181.344, 60.459, 3.087, 12.200
-181.344, 60.304, 3.102, 12.250
-181.345, 60.148, 3.118, 12.300
-181.345, 59.992, 3.133, 12.350
-181.345, 59.835, 3.148, 12.400
-181.346, 59.677, 3.163, 12.450
-181.346, 59.518, 3.179, 12.500
-181.347, 59.359, 3.194, 12.550
-181.347, 59.198, 3.210, 12.600
-181.348, 59.037, 3.225, 12.650
-181.348, 58.876, 3.241, 12.700
-181.349, 58.713, 3.257, 12.750
-181.349, 58.550, 3.273, 12.800
-181.350, 58.386, 3.289, 12.850
-181.350, 58.221, 3.305, 12.900
-181.351, 58.055, 3.321, 12.950
-181.351, 57.888, 3.337, 13.000
-181.352, 57.721, 3.354, 13.050
-181.352, 57.552, 3.370, 13.100
-181.353, 57.383, 3.387, 13.150
-181.353, 57.214, 3.403, 13.200
-181.354, 57.043, 3.420, 13.250
-181.354, 56.871, 3.437, 13.300
-181.355, 56.699, 3.454, 13.350
-181.355, 56.526, 3.470, 13.400
-181.356, 56.351, 3.488, 13.450
-181.356, 56.177, 3.505, 13.500
-181.357, 56.001, 3.522, 13.550
-181.357, 55.824, 3.539, 13.600
-181.358, 55.647, 3.556, 13.650
-181.358, 55.468, 3.574, 13.700
-181.359, 55.289, 3.592, 13.750
-181.359, 55.109, 3.609, 13.800
-181.360, 54.928, 3.627, 13.850
-181.360, 54.746, 3.645, 13.900
-181.361, 54.563, 3.663, 13.950
-181.361, 54.379, 3.681, 14.000
-181.362, 54.194, 3.699, 14.050
-181.362, 54.009, 3.717, 14.100
-181.363, 53.822, 3.735, 14.150
-181.363, 53.635, 3.754, 14.200
-181.364, 53.447, 3.772, 14.250
-181.364, 53.257, 3.791, 14.300
-181.365, 53.067, 3.809, 14.350
-181.365, 52.876, 3.828, 14.400
-181.366, 52.684, 3.847, 14.450
-181.366, 52.491, 3.866, 14.500
-181.367, 52.297, 3.885, 14.550
-181.367, 52.102, 3.904, 14.600
-181.367, 51.906, 3.923, 14.650
-181.368, 51.710, 3.942, 14.700
-181.368, 51.512, 3.961, 14.750
-181.369, 51.313, 3.980, 14.800
-181.369, 51.114, 3.999, 14.850
-181.369, 50.913, 4.018, 14.900
-181.370, 50.711, 4.037, 14.950
-181.370, 50.509, 4.056, 15.000
-181.371, 50.306, 4.075, 15.050
-181.371, 50.101, 4.094, 15.100
-181.371, 49.896, 4.113, 15.150
-181.372, 49.690, 4.132, 15.200
-181.372, 49.482, 4.151, 15.250
-181.372, 49.274, 4.170, 15.300
-181.373, 49.065, 4.189, 15.350
-181.373, 48.855, 4.209, 15.400
-181.373, 48.644, 4.228, 15.450
-181.374, 48.432, 4.247, 15.500
-181.374, 48.219, 4.267, 15.550
-181.374, 48.005, 4.287, 15.600
-181.375, 47.790, 4.306, 15.650
-181.375, 47.574, 4.326, 15.700
-181.375, 47.357, 4.346, 15.750
-181.375, 47.139, 4.366, 15.800
-181.376, 46.920, 4.386, 15.850
-181.376, 46.700, 4.406, 15.900
-181.376, 46.479, 4.427, 15.950
-181.376, 46.257, 4.447, 16.000
-181.377, 46.034, 4.468, 16.050
-181.377, 45.810, 4.488, 16.100
-181.377, 45.585, 4.509, 16.150
-181.377, 45.358, 4.530, 16.200
-181.378, 45.131, 4.551, 16.250
-181.378, 44.903, 4.572, 16.300
-181.378, 44.674, 4.593, 16.350
-181.378, 44.443, 4.615, 16.400
-181.378, 44.212, 4.636, 16.450
-181.378, 43.979, 4.658, 16.500
-181.379, 43.746, 4.679, 16.550
-181.379, 43.511, 4.701, 16.600
-181.379, 43.275, 4.723, 16.650
-181.379, 43.038, 4.745, 16.700
-181.379, 42.800, 4.767, 16.750
-181.379, 42.561, 4.789, 16.800
-181.379, 42.321, 4.812, 16.850
-181.379, 42.080, 4.834, 16.900
-181.380, 41.837, 4.857, 16.950
-181.380, 41.594, 4.880, 17.000
-181.380, 41.349, 4.903, 17.050
-181.380, 41.103, 4.926, 17.100
-181.380, 40.856, 4.949, 17.150
-181.380, 40.608, 4.972, 17.200
-181.380, 40.358, 4.995, 17.250
-181.380, 40.108, 5.019, 17.300
-181.380, 39.856, 5.042, 17.350
-181.380, 39.603, 5.066, 17.400
-181.380, 39.349, 5.090, 17.450
-181.380, 39.094, 5.106, 17.500
-181.380, 38.839, 5.096, 17.550
-181.380, 38.585, 5.070, 17.600
-181.380, 38.333, 5.053, 17.650
-181.380, 38.081, 5.044, 17.700
-181.380, 37.829, 5.042, 17.750
-181.380, 37.576, 5.047, 17.800
-181.380, 37.324, 5.058, 17.850
-181.380, 37.070, 5.076, 17.900
-181.380, 36.815, 5.098, 17.950
-181.380, 36.559, 5.126, 18.000
-181.380, 36.302, 5.157, 18.050
-181.380, 36.043, 5.192, 18.100
-181.380, 35.782, 5.230, 18.150
-181.380, 35.519, 5.269, 18.200
-181.380, 35.254, 5.311, 18.250
-181.380, 34.986, 5.352, 18.300
-181.380, 34.717, 5.395, 18.350
-181.380, 34.446, 5.436, 18.400
-181.379, 34.173, 5.480, 18.450
-181.379, 33.897, 5.519, 18.500
-181.379, 33.620, 5.562, 18.550
-181.379, 33.341, 5.600, 18.600
-181.379, 33.059, 5.641, 18.650
-181.379, 32.776, 5.676, 18.700
-181.379, 32.491, 5.715, 18.750
-181.379, 32.204, 5.748, 18.800
-181.378, 31.915, 5.786, 18.850
-181.378, 31.625, 5.817, 18.900
-181.378, 31.333, 5.853, 18.950
-181.378, 31.039, 5.882, 19.000
-181.378, 30.744, 5.917, 19.050
-181.377, 30.447, 5.945, 19.100
-181.377, 30.149, 5.979, 19.150
-181.377, 29.849, 6.006, 19.200
-181.377, 29.548, 6.039, 19.250
-181.376, 29.245, 6.066, 19.300
-181.376, 28.941, 6.099, 19.350
-181.376, 28.635, 6.126, 19.400
-181.376, 28.328, 6.159, 19.450
-181.375, 28.019, 6.186, 19.500
-181.375, 27.708, 6.219, 19.550
-181.375, 27.396, 6.246, 19.600
-181.374, 27.083, 6.281, 19.650
-181.374, 26.768, 6.308, 19.700
-181.374, 26.452, 6.343, 19.750
-181.373, 26.133, 6.370, 19.800
-181.373, 25.814, 6.406, 19.850
-181.373, 25.493, 6.434, 19.900
-181.372, 25.170, 6.470, 19.950
-181.372, 24.845, 6.499, 20.000
-181.372, 24.519, 6.535, 20.050
-181.371, 24.191, 6.564, 20.100
-181.371, 23.862, 6.601, 20.150
-181.370, 23.531, 6.631, 20.200
-181.370, 23.198, 6.669, 20.250
-181.369, 22.863, 6.699, 20.300
-181.369, 22.527, 6.737, 20.350
-181.369, 22.189, 6.767, 20.400
-181.368, 21.850, 6.805, 20.450
-181.368, 21.508, 6.835, 20.500
-181.367, 21.165, 6.872, 20.550
-181.367, 20.821, 6.903, 20.600
-181.366, 20.474, 6.939, 20.650
-181.366, 20.126, 6.970, 20.700
-181.365, 19.777, 7.006, 20.750
-181.364, 19.425, 7.037, 20.800
-181.364, 19.072, 7.074, 20.850
-181.363, 18.718, 7.105, 20.900
-181.363, 18.361, 7.142, 20.950
-181.362, 18.003, 7.174, 21.000
-181.362, 17.643, 7.211, 21.050
-181.361, 17.281, 7.243, 21.100
-181.360, 16.918, 7.281, 21.150
-181.360, 16.553, 7.314, 21.200
-181.359, 16.186, 7.351, 21.250
-181.358, 15.817, 7.385, 21.300
-181.358, 15.447, 7.423, 21.350
-181.357, 15.074, 7.458, 21.400
-181.356, 14.700, 7.495, 21.450
-181.356, 14.324, 7.531, 21.500
-181.355, 13.946, 7.568, 21.550
-181.354, 13.567, 7.604, 21.600
-181.353, 13.185, 7.641, 21.650
-181.353, 12.802, 7.677, 21.700
-181.352, 12.417, 7.714, 21.750
-181.351, 12.030, 7.751, 21.800
-181.350, 11.641, 7.788, 21.850
-181.349, 11.251, 7.825, 21.900
-181.349, 10.858, 7.863, 21.950
-181.348, 10.464, 7.900, 22.000
-181.347, 10.067, 7.938, 22.050
-181.346, 9.669, 7.976, 22.100
-181.345, 9.269, 8.014, 22.150
-181.344, 8.867, 8.053, 22.200
-181.343, 8.463, 8.092, 22.250
-181.342, 8.057, 8.131, 22.300
-181.342, 7.649, 8.171, 22.350
-181.341, 7.239, 8.210, 22.400
-181.340, 6.828, 8.250, 22.450
-181.339, 6.414, 8.291, 22.500
-181.338, 5.998, 8.331, 22.550
-181.337, 5.580, 8.372, 22.600
-181.336, 5.160, 8.413, 22.650
-181.335, 4.738, 8.454, 22.700
-181.334, 4.314, 8.496, 22.750
-181.332, 3.888, 8.538, 22.800
-181.331, 3.459, 8.580, 22.850
-181.330, 3.029, 8.622, 22.900
-181.329, 2.596, 8.664, 22.950
-181.328, 2.162, 8.707, 23.000
-181.327, 1.725, 8.750, 23.050
-181.326, 1.286, 8.793, 23.100
-181.324, 0.845, 8.837, 23.150
-181.323, 0.401, 8.880, 23.200
-181.322, -0.044, 8.924, 23.250
-181.321, -0.492, 8.968, 23.300
-181.320, -0.942, 9.013, 23.350
-181.318, -1.394, 9.057, 23.400
-181.317, -1.848, 9.102, 23.450
-181.316, -2.305, 9.147, 23.500
-181.314, -2.764, 9.192, 23.550
-181.313, -3.225, 9.238, 23.600
-181.312, -3.688, 9.283, 23.650
-181.310, -4.154, 9.329, 23.700
-181.309, -4.622, 9.376, 23.750
-181.307, -5.092, 9.422, 23.800
-181.306, -5.565, 9.469, 23.850
-181.305, -6.040, 9.516, 23.900
-181.303, -6.517, 9.563, 23.950
-181.302, -6.997, 9.610, 24.000
-181.300, -7.479, 9.658, 24.050
-181.299, -7.964, 9.706, 24.100
-181.297, -8.451, 9.754, 24.150
-181.295, -8.940, 9.802, 24.200
-181.294, -9.432, 9.851, 24.250
-181.292, -9.926, 9.900, 24.300
-181.291, -10.422, 9.949, 24.350
-181.289, -10.922, 9.998, 24.400
-181.287, -11.423, 10.048, 24.450
-181.286, -11.927, 10.098, 24.500
-181.284, -12.434, 10.148, 24.550
-181.282, -12.943, 10.199, 24.600
-181.280, -13.455, 10.249, 24.650
-181.279, -13.969, 10.300, 24.700
-181.277, -14.486, 10.352, 24.750
-181.275, -15.005, 10.403, 24.800
-181.273, -15.527, 10.455, 24.850
-181.271, -16.051, 10.507, 24.900
-181.269, -16.578, 10.560, 24.950
-181.267, -17.108, 10.612, 25.000
-181.265, -17.641, 10.665, 25.050
-181.263, -18.176, 10.718, 25.100
-181.261, -18.713, 10.772, 25.150
-181.259, -19.254, 10.825, 25.200
-181.257, -19.797, 10.879, 25.250
-181.255, -20.343, 10.934, 25.300
-181.253, -20.891, 10.988, 25.350
-181.251, -21.442, 11.043, 25.400
-181.249, -21.996, 11.098, 25.450
-181.247, -22.553, 11.154, 25.500
-181.244, -23.113, 11.209, 25.550
-181.242, -23.675, 11.266, 25.600
-181.240, -24.240, 11.322, 25.650
-181.238, -24.808, 11.379, 25.700
-181.235, -25.379, 11.436, 25.750
-181.233, -25.953, 11.493, 25.800
-181.231, -26.529, 11.551, 25.850
-181.228, -27.109, 11.609, 25.900
-181.226, -27.691, 11.668, 25.950
-181.223, -28.277, 11.727, 26.000
-181.221, -28.865, 11.787, 26.050
-181.218, -29.457, 11.847, 26.100
-181.216, -30.051, 11.908, 26.150
-181.213, -30.648, 11.969, 26.200
-181.211, -31.249, 12.031, 26.250
-181.208, -31.853, 12.093, 26.300
-181.205, -32.459, 12.155, 26.350
-181.203, -33.069, 12.218, 26.400
-181.200, -33.682, 12.282, 26.450
-181.197, -34.299, 12.346, 26.500
-181.194, -34.918, 12.410, 26.550
-181.192, -35.541, 12.474, 26.600
-181.189, -36.167, 12.539, 26.650
-181.186, -36.796, 12.604, 26.700
-181.183, -37.428, 12.670, 26.750
-181.180, -38.064, 12.736, 26.800
-181.177, -38.703, 12.802, 26.850
-181.174, -39.345, 12.868, 26.900
-181.171, -39.991, 12.935, 26.950
-181.168, -40.640, 13.002, 27.000
-181.165, -41.292, 13.070, 27.050
-181.161, -41.948, 13.137, 27.100
-181.158, -42.607, 13.205, 27.150
-181.155, -43.270, 13.274, 27.200
-181.152, -43.936, 13.342, 27.250
-181.148, -44.605, 13.411, 27.300
-181.145, -45.278, 13.480, 27.350
-181.142, -45.954, 13.550, 27.400
-181.138, -46.634, 13.620, 27.450
-181.135, -47.318, 13.690, 27.500
-181.131, -48.004, 13.760, 27.550
-181.128, -48.695, 13.831, 27.600
-181.124, -49.389, 13.902, 27.650
-181.120, -50.086, 13.974, 27.700
-181.117, -50.787, 14.045, 27.750
-181.113, -51.492, 14.118, 27.800
-181.109, -52.200, 14.190, 27.850
-181.105, -52.912, 14.263, 27.900
-181.102, -53.628, 14.336, 27.950
-181.098, -54.347, 14.410, 28.000
-181.094, -55.070, 14.484, 28.050
-181.090, -55.797, 14.558, 28.100
-181.086, -56.527, 14.633, 28.150
-181.082, -57.262, 14.708, 28.200
-181.078, -57.999, 14.783, 28.250
-181.073, -58.741, 14.859, 28.300
-181.069, -59.487, 14.935, 28.350
-181.065, -60.236, 15.012, 28.400
-181.061, -60.989, 15.089, 28.450
-181.056, -61.746, 15.166, 28.500
-181.052, -62.507, 15.244, 28.550
-181.048, -63.272, 15.322, 28.600
-181.043, -64.041, 15.401, 28.650
-181.039, -64.814, 15.480, 28.700
-181.034, -65.590, 15.559, 28.750
-181.029, -66.371, 15.639, 28.800
-181.025, -67.155, 15.719, 28.850
-181.020, -67.944, 15.799, 28.900
-181.015, -68.737, 15.880, 28.950
-181.010, -69.534, 15.961, 29.000
-181.005, -70.334, 16.043, 29.050
-181.000, -71.139, 16.125, 29.100
-180.995, -71.948, 16.207, 29.150
-180.990, -72.761, 16.290, 29.200
-180.985, -73.579, 16.374, 29.250
-180.980, -74.400, 16.457, 29.300
-180.975, -75.226, 16.542, 29.350
-180.969, -76.056, 16.626, 29.400
-180.964, -76.890, 16.711, 29.450
-180.959, -77.729, 16.796, 29.500
-180.953, -78.571, 16.882, 29.550
-180.948, -79.418, 16.968, 29.600
-180.942, -80.270, 17.055, 29.650
-180.936, -81.125, 17.142, 29.700
-180.931, -81.985, 17.230, 29.750
-180.925, -82.850, 17.318, 29.800
-180.919, -83.719, 17.406, 29.850
-180.913, -84.592, 17.495, 29.900
-180.907, -85.470, 17.584, 29.950
-180.901, -86.352, 17.674, 30.000
-180.895, -87.239, 17.764, 30.050
-180.889, -88.130, 17.854, 30.100
-180.883, -89.025, 17.939, 30.150
-180.876, -89.925, 18.017, 30.200
-180.870, -90.828, 18.086, 30.250
-180.863, -91.734, 18.144, 30.300
-180.857, -92.643, 18.190, 30.350
-180.850, -93.553, 18.222, 30.400
-180.844, -94.464, 18.239, 30.450
-180.837, -95.376, 18.242, 30.500
-180.830, -96.287, 18.231, 30.550
-180.824, -97.197, 18.205, 30.600
-180.817, -98.106, 18.168, 30.650
-180.810, -99.012, 18.119, 30.700
-180.803, -99.915, 18.061, 30.750
-180.796, -100.815, 17.995, 30.800
-180.790, -101.712, 17.922, 30.850
-180.783, -102.605, 17.845, 30.900
-180.776, -103.494, 17.763, 30.950
-180.769, -104.379, 17.680, 31.000
-180.762, -105.260, 17.595, 31.050
-180.755, -106.136, 17.511, 31.100
-180.748, -107.009, 17.427, 31.150
-180.741, -107.877, 17.346, 31.200
-180.734, -108.742, 17.267, 31.250
-180.727, -109.602, 17.192, 31.300
-180.720, -110.460, 17.120, 31.350
-180.713, -111.313, 17.052, 31.400
-180.706, -112.164, 16.989, 31.450
-180.699, -113.011, 16.930, 31.500
-180.692, -113.856, 16.875, 31.550
-180.685, -114.698, 16.824, 31.600
-180.678, -115.538, 16.778, 31.650
-180.671, -116.375, 16.735, 31.700
-180.664, -117.211, 16.695, 31.750
-180.657, -118.045, 16.658, 31.800
-180.650, -118.877, 16.624, 31.850
-180.642, -119.707, 16.591, 31.900
-180.635, -120.535, 16.561, 31.950
-180.628, -121.363, 16.531, 32.000
-180.621, -122.188, 16.502, 32.050
-180.613, -123.012, 16.473, 32.100
-180.606, -123.835, 16.445, 32.150
-180.599, -124.657, 16.416, 32.200
-180.592, -125.476, 16.387, 32.250
-180.584, -126.295, 16.357, 32.300
-180.577, -127.112, 16.326, 32.350
-180.569, -127.927, 16.294, 32.400
-180.562, -128.740, 16.261, 32.450
-180.554, -129.552, 16.226, 32.500
-180.547, -130.362, 16.191, 32.550
-180.539, -131.171, 16.155, 32.600
-180.532, -131.977, 16.118, 32.650
-180.524, -132.782, 16.080, 32.700
-180.517, -133.584, 16.040, 32.750
-180.509, -134.385, 16.001, 32.800
-180.502, -135.183, 15.960, 32.850
-180.494, -135.980, 15.919, 32.900
-180.486, -136.774, 15.878, 32.950
-180.479, -137.567, 15.837, 33.000
-180.471, -138.357, 15.795, 33.050
-180.463, -139.146, 15.753, 33.100
-180.455, -139.932, 15.712, 33.150
-180.447, -140.716, 15.670, 33.200
-180.440, -141.498, 15.629, 33.250
-180.432, -142.278, 15.588, 33.300
-180.424, -143.056, 15.547, 33.350
-180.416, -143.832, 15.507, 33.400
-180.408, -144.606, 15.467, 33.450
-180.400, -145.378, 15.427, 33.500
-180.392, -146.148, 15.388, 33.550
-180.384, -146.916, 15.349, 33.600
-180.376, -147.682, 15.310, 33.650
-180.368, -148.446, 15.272, 33.700
-180.360, -149.209, 15.234, 33.750
-180.352, -149.969, 15.197, 33.800
-180.343, -150.728, 15.160, 33.850
-180.335, -151.484, 15.123, 33.900
-180.327, -152.239, 15.086, 33.950
-180.319, -152.992, 15.050, 34.000
-180.310, -153.744, 15.013, 34.050
-180.302, -154.493, 14.977, 34.100
-180.293, -155.241, 14.941, 34.150
-180.285, -155.986, 14.905, 34.200
-180.276, -156.730, 14.869, 34.250
-180.268, -157.473, 14.833, 34.300
-180.259, -158.213, 14.797, 34.350
-180.251, -158.952, 14.762, 34.400
-180.242, -159.689, 14.726, 34.450
-180.233, -160.424, 14.690, 34.500
-180.224, -161.157, 14.654, 34.550
-180.216, -161.888, 14.619, 34.600
-180.207, -162.618, 14.583, 34.650
-180.198, -163.346, 14.547, 34.700
-180.189, -164.072, 14.512, 34.750
-180.180, -164.796, 14.476, 34.800
-180.171, -165.519, 14.440, 34.850
-180.161, -166.240, 14.405, 34.900
-180.152, -166.959, 14.369, 34.950
